UniqueId,SocialMedia,SocialMediaTime,News,NewsTime,Blogs,BlogsTime,BounceRate,ExitRate,PageValue,TrafficKind,OS,Browser,Month,Region,VisitorKind,DayImportance,IsWeekend,IsSale
0x1d27,0.0,0.0,,0.0,1.0,0.0,0.2,0.2,0.0,referral,android,Other,June,East North Central,Returning,0.0,1.0,False
0x1309,0.0,0.0,0.0,0.0,9.0,148.333,0.04,0.058,0.0,search,mac-ios,Google-Chrome,May,East South Central,Returning,0.0,0.0,False
00x307,2.0,32.5,0.0,0.0,19.0,423.817,0.006,0.039,0.0,search,mac-ios,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
0x2ec3,3.0,126.5,0.0,0.0,36.0,576.857,0.006,0.011,0.0,search,android,Safari,Dec,West North Central,Returning,0.0,0.0,False
0x10db,0.0,0.0,0.0,0.0,3.0,74.0,0.0,0.022,0.0,direct,mac-ios,Google-Chrome,May,Mid-Atlantic,Returning,0.0,1.0,False
0x2dbf,0.0,0.0,0.0,0.0,12.0,166.083,0.017,0.025,0.0,direct,android,Safari,Nov,New England,Returning,0.0,1.0,False
00x758,4.0,62.5,1.0,64.0,56.0,1246.919,0.003,0.005,0.0,search,mac-ios,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
0x27e9,0.0,0.0,0.0,0.0,11.0,435.333,0.064,0.104,0.0,search,android,Safari,Nov,New England,Returning,0.0,0.0,False
00xf8e,0.0,0.0,0.0,0.0,4.0,112.0,0.0,0.075,0.0,search,windows,Google-Chrome,May,West North Central,Returning,0.6,0.0,False
00xf43,0.0,0.0,0.0,0.0,11.0,399.667,0.055,0.073,0.0,direct,windows,Google-Chrome,May,New England,Returning,0.8,0.0,False
00x67e,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.05,0.0,search,mac-ios,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
00x11c,2.0,390.0,0.0,0.0,10.0,1169.1,0.02,0.05,0.0,direct,mac-ios,Other,Mar,Pacific,Returning,0.0,0.0,False
00x3dd,2.0,17.0,0.0,0.0,15.0,1349.0,0.0,0.006,0.0,search,windows,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
0x11ff,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,referral,android,Google-Chrome,May,East North Central,Returning,0.2,0.0,False
00x7e9,0.0,0.0,0.0,0.0,8.0,262.167,0.0,0.021,0.0,direct,windows,Google-Chrome,Mar,Mid-Atlantic,Returning,0.0,0.0,False
0x16b2,2.0,35.2,0.0,0.0,15.0,521.867,0.0,0.006,0.0,direct,windows,Google-Chrome,June,Pacific,New,0.0,0.0,False
00xc61,16.0,235.25,1.0,46.667,74.0,3206.193,0.005,0.019,10.673,search,windows,Google-Chrome,May,East North Central,Returning,0.6,0.0,False
0x2bd0,4.0,48.667,0.0,0.0,66.0,2436.106,0.006,0.035,12.029,referral,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,False
0x3026,0.0,0.0,0.0,0.0,5.0,465.75,0.0,0.021,0.0,referral,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,1.0,False
0x105c,0.0,0.0,0.0,0.0,7.0,34.0,0.114,0.143,0.0,direct,windows,Other,May,East South Central,Returning,0.8,0.0,False
0x1574,5.0,150.7,0.0,0.0,12.0,201.6,0.027,0.04,0.0,direct,android,Safari,Oct,West North Central,New,0.0,0.0,False
00x36c,1.0,4.0,2.0,102.0,31.0,624.583,0.016,0.032,8.708,direct,windows,Google-Chrome,Mar,East North Central,Returning,0.0,1.0,False
0x297b,0.0,0.0,3.0,137.5,71.0,2487.062,0.001,0.016,0.0,referral,android,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
00xc2c,0.0,0.0,0.0,0.0,10.0,466.5,0.0,0.022,0.0,referral,android,Other,May,East South Central,New,0.0,0.0,False
0x2411,0.0,0.0,2.0,248.5,121.0,4218.075,0.01,0.027,0.625,direct,windows,Google-Chrome,Dec,New England,Returning,0.0,0.0,False
00x4cb,0.0,0.0,0.0,0.0,6.0,69.5,0.0,0.033,0.0,search,windows,Google-Chrome,Mar,West South Central,Returning,0.0,0.0,False
0x2ad1,0.0,0.0,0.0,0.0,5.0,126.083,0.04,0.053,0.0,direct,mac-ios,Google-Chrome,Nov,West South Central,Returning,0.0,0.0,False
00x111,4.0,27.0,0.0,0.0,42.0,601.767,0.0,0.005,0.0,search,windows,Samsung,Mar,East North Central,Returning,0.0,0.0,False
0x1ea3,9.0,252.8,0.0,0.0,36.0,1191.617,0.014,0.03,14.759,direct,windows,Google-Chrome,Oct,Mid-Atlantic,Returning,0.0,0.0,False
0x24b3,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.1,0.0,direct,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,False
0x1a12,19.0,341.817,,-150.0,429.0,9661.586,0.003,0.013,3.459,search,windows,Google-Chrome,Sep,Pacific,Returning,0.0,0.0,False
00x694,6.0,99.0,,1.0,23.0,637.0,0.0,,0.0,referral,windows,,,Pacific,New,0.0,,False
0x2837,0.0,0.0,0.0,0.0,20.0,2846.833,0.007,0.048,0.0,search,windows,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,False
0x1d12,1.0,15.2,2.0,55.4,52.0,3019.805,0.0,0.003,0.0,search,windows,Other,Nov,New England,Returning,0.0,0.0,False
0x298b,1.0,0.0,2.0,360.0,82.0,6858.672,0.002,0.013,0.0,direct,android,Safari,Nov,East North Central,Returning,0.0,0.0,False
0x1b70,1.0,29.2,0.0,0.0,66.0,1364.873,0.017,0.036,16.135,search,android,Safari,Jul,Mountain,Returning,0.0,1.0,False
0x11e3,0.0,0.0,3.0,26.0,21.0,405.333,0.0,0.026,0.0,referral,windows,Google-Chrome,May,East South Central,Returning,0.0,0.0,False
0x2a74,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,search,windows,Firefox,Dec,East North Central,Returning,0.0,0.0,False
0x275b,1.0,,0.0,0.0,18.0,816.833,0.0,0.005,0.0,direct,,,,East North Central,New,0.0,0.0,False
0x1162,3.0,46.0,3.0,53.5,15.0,270.571,0.042,0.07,12.152,referral,mac-ios,Google-Chrome,May,West North Central,Returning,0.0,1.0,False
0x2d73,2.0,20.75,0.0,0.0,22.0,868.679,0.003,0.02,62.517,direct,windows,Google-Chrome,Dec,New England,Returning,0.0,0.0,False
00xfaa,0.0,0.0,1.0,0.0,1.0,102.0,0.0,0.1,0.0,direct,windows,Google-Chrome,May,New England,Returning,0.4,0.0,False
0x194e,4.0,117.8,0.0,0.0,12.0,267.8,0.025,0.044,0.0,direct,mac-ios,Google-Chrome,Sep,East North Central,Returning,0.0,0.0,False
0x23b0,0.0,0.0,0.0,0.0,6.0,306.25,0.054,0.053,0.0,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
0x2314,4.0,55.575,0.0,0.0,4.0,42.575,0.0,0.011,0.0,referral,android,Safari,Nov,New England,New,0.0,0.0,False
0x1b58,0.0,0.0,0.0,0.0,4.0,39.2,0.0,0.05,0.0,direct,android,Google-Chrome,Nov,New England,New,0.0,0.0,False
00xc1b,0.0,0.0,1.0,20.0,,,0.029,,0.0,search,mac-ios,Google-Chrome,May,,Returning,0.0,0.0,False
00xd55,7.0,41.375,0.0,0.0,67.0,3014.29,0.002,0.008,4.188,search,mac-ios,Google-Chrome,May,East North Central,Returning,0.8,0.0,False
0x2bfc,0.0,0.0,0.0,0.0,27.0,910.0,0.007,0.011,0.0,search,linux,Google-Chrome,Nov,New England,New,0.0,1.0,False
0x28a3,0.0,0.0,0.0,0.0,24.0,381.358,0.008,0.022,0.0,search,windows,Google-Chrome,Dec,New England,Returning,0.0,0.0,False
00x24a,4.0,120.0,0.0,0.0,13.0,293.0,0.0,0.014,0.0,referral,android,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
0x2226,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,direct,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,False
0x2a68,3.0,34.0,3.0,66.0,20.0,374.417,0.033,0.076,0.0,direct,mac-ios,Google-Chrome,Dec,New England,Returning,0.0,0.0,False
0x2418,0.0,0.0,0.0,0.0,9.0,53.0,0.067,0.111,0.0,search,windows,Samsung,Dec,East North Central,Returning,0.0,1.0,False
0x24d0,3.0,30.5,0.0,0.0,79.0,2431.243,0.0,0.006,0.0,referral,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,False
00xdf4,0.0,0.0,0.0,0.0,7.0,99.7,0.0,0.014,0.0,search,android,Safari,May,New England,Returning,0.2,0.0,False
0x19cd,2.0,31.1,3.0,31.2,18.0,792.733,0.013,0.048,8.611,referral,windows,Samsung,June,East North Central,Returning,0.0,0.0,False
0x27b8,8.0,125.631,6.0,75.0,312.0,13379.367,0.003,0.015,8.056,direct,windows,Google-Chrome,Dec,West North Central,Returning,0.0,0.0,False
0x1052,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,search,mac-ios,Google-Chrome,May,New England,Returning,0.0,1.0,False
0x1f75,7.0,286.833,0.0,0.0,49.0,1493.695,0.005,0.016,0.0,referral,mac-ios,Google-Chrome,Dec,East North Central,Returning,0.0,1.0,False
0x2967,0.0,0.0,0.0,0.0,12.0,142.75,0.017,0.043,0.0,direct,android,Safari,Nov,East South Central,Returning,0.0,0.0,False
00x85d,0.0,0.0,0.0,0.0,22.0,370.333,0.018,0.055,0.0,direct,windows,Google-Chrome,May,West North Central,Returning,0.6,0.0,False
00xc66,0.0,0.0,0.0,0.0,11.0,304.0,0.0,0.018,0.0,referral,windows,Google-Chrome,May,East North Central,Returning,0.0,0.0,False
00xd62,0.0,0.0,1.0,232.0,16.0,343.2,0.0,0.007,0.0,direct,windows,Google-Chrome,May,New England,Returning,0.4,0.0,False
0x1222,7.0,624.2,3.0,25.5,52.0,1887.158,0.004,0.011,64.081,referral,windows,Google-Chrome,May,Mid-Atlantic,Returning,0.0,0.0,False
0x155c,17.0,180.133,1.0,80.6,180.0,6512.011,0.003,0.012,0.0,search,windows,Google-Chrome,Sep,New England,Returning,0.0,0.0,False
00x6a8,4.0,103.0,0.0,0.0,13.0,250.167,0.0,0.031,0.0,referral,mac-ios,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
0x1abe,-0.05,91.65,,0.0,11.0,553.343,,,11.621,referral,android,Safari,Oct,,Returning,,1.0,False
0x2520,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,referral,mac-ios,Google-Chrome,Dec,East North Central,Returning,0.0,1.0,False
0x2f3a,0.0,0.0,0.0,0.0,5.0,43.5,0.14,0.18,0.0,search,mac-ios,Other,Nov,New England,Returning,0.0,0.0,False
0x16cd,3.0,36.2,0.0,0.0,2.0,4.0,0.0,0.04,27.794,direct,windows,Google-Chrome,Oct,East South Central,New,0.0,1.0,False
0x245e,0.0,0.0,0.0,0.0,22.0,573.75,0.0,0.018,0.0,direct,mac-ios,Google-Chrome,Nov,Mountain,New,0.0,0.0,False
00xbf0,0.0,0.0,0.0,0.0,17.0,1356.0,0.0,0.035,0.0,search,linux,Safari,May,East North Central,Returning,0.6,0.0,False
0x15c1,11.0,455.067,3.0,306.1,41.0,5194.857,0.002,0.014,22.659,referral,windows,Firefox,Oct,New England,Returning,0.0,0.0,False
00x9e0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,search,android,Safari,May,East North Central,New,0.0,0.0,False
000x22,0.0,0.0,0.0,0.0,14.0,380.5,0.014,0.029,0.0,search,windows,Google-Chrome,Feb,New England,Returning,0.0,0.0,False
000x42,4.0,44.0,0.0,0.0,90.0,6951.972,0.002,0.015,0.0,search,linux,Safari,Feb,New England,Returning,0.0,0.0,False
0x23e8,5.0,126.25,0.0,0.0,15.0,286.517,0.005,0.018,0.0,referral,android,Safari,Dec,Mid-Atlantic,Returning,0.0,0.0,False
0x2ab3,3.0,107.4,0.0,,14.0,382.033,,0.021,0.0,search,windows,,Dec,New England,,0.0,0.0,False
00xa70,1.0,0.0,0.0,0.0,9.0,837.667,0.0,0.022,0.0,direct,mac-ios,Google-Chrome,May,New England,Returning,0.0,0.0,False
0x2d05,0.0,0.0,0.0,0.0,40.0,2426.267,0.005,0.023,0.0,referral,windows,Google-Chrome,Nov,Mid-Atlantic,Returning,0.0,0.0,False
00xed9,7.0,108.0,2.0,42.0,32.0,879.917,0.022,0.03,11.193,referral,android,Safari,May,New England,Returning,0.0,0.0,False
0x14db,1.0,62.0,1.0,172.0,58.0,1341.261,0.005,0.01,0.0,referral,mac-ios,Google-Chrome,May,West North Central,Returning,0.0,0.0,False
0x2b96,0.0,0.0,0.0,0.0,9.0,242.75,0.0,0.074,0.0,direct,windows,Samsung,Nov,West South Central,Returning,0.0,0.0,False
0x1f97,4.0,67.5,0.0,0.0,25.0,475.65,0.014,0.043,0.0,search,android,Safari,Nov,East North Central,Returning,0.0,0.0,False
0x16e0,0.0,0.0,0.0,0.0,60.0,1288.563,0.0,0.018,0.0,referral,windows,Firefox,June,East North Central,Returning,0.0,0.0,False
0x21f2,0.0,0.0,0.0,0.0,39.0,1208.333,0.0,0.01,0.0,search,android,Safari,Nov,West North Central,Returning,0.0,1.0,False
0x165f,3.0,82.6,0.0,0.0,1.0,16.2,0.0,0.05,0.0,direct,windows,Google-Chrome,Nov,Pacific,New,0.0,0.0,False
00xa5f,2.0,199.0,0.0,0.0,10.0,155.0,0.0,0.045,0.0,search,windows,Google-Chrome,May,East North Central,Returning,0.0,0.0,False
0x25a7,8.0,388.792,1.0,944.75,17.0,1464.417,0.019,0.035,0.0,search,android,Safari,Nov,West North Central,Returning,0.0,0.0,False
00xb0c,0.0,0.0,0.0,0.0,8.0,412.167,0.0,0.012,0.0,referral,mac-ios,Google-Chrome,May,West North Central,New,0.0,0.0,False
00x3d6,0.0,0.0,0.0,0.0,17.0,469.417,0.0,0.012,0.0,direct,android,Safari,Mar,Mid-Atlantic,Returning,0.0,0.0,False
0x28e4,0.0,0.0,0.0,0.0,11.0,169.375,0.0,0.018,0.0,search,mac-ios,Google-Chrome,Dec,East North Central,Returning,0.0,0.0,False
0x15d7,0.0,0.0,0.0,0.0,9.0,152.6,0.044,0.096,0.0,search,windows,Google-Chrome,June,New England,Returning,0.0,0.0,False
0x1c87,6.0,184.32,0.0,0.0,8.0,163.22,0.0,0.018,0.0,direct,android,Safari,Nov,New England,New,0.0,0.0,False
0x1370,0.0,0.0,0.0,0.0,25.0,375.662,0.004,0.042,0.0,direct,windows,Samsung,May,New England,Returning,0.0,0.0,False
0x2705,0.0,0.0,0.0,0.0,23.0,2225.289,0.004,0.022,0.0,search,android,Safari,Nov,West North Central,Returning,0.0,0.0,False
0x2d9b,0.0,0.0,0.0,0.0,29.0,1237.0,0.033,0.04,0.0,direct,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
0x2afd,0.0,0.0,0.0,0.0,5.0,72.75,0.0,0.04,0.0,direct,mac-ios,Google-Chrome,Dec,New England,New,0.0,1.0,False
00xedf,5.0,73.5,1.0,0.0,79.0,5664.146,0.045,0.059,2.395,search,windows,Google-Chrome,May,East South Central,Returning,0.0,0.0,False
00xe0c,4.0,738.0,0.0,0.0,21.0,664.333,0.0,0.015,0.0,direct,windows,Google-Chrome,May,New England,Returning,0.0,1.0,False
0x1ee1,3.0,103.6,0.0,0.0,,440.533,,0.022,0.0,search,windows,Google-Chrome,Aug,Mid-Atlantic,Returning,0.0,1.0,False
0x271f,0.0,0.0,0.0,0.0,6.0,1038.0,0.033,0.067,0.0,direct,windows,Firefox,Dec,New England,Returning,0.0,0.0,False
0x1cee,0.0,0.0,0.0,0.0,5.0,158.6,0.0,0.013,0.0,referral,android,Safari,Jul,West North Central,Returning,0.0,0.0,False
0x301a,0.0,0.0,0.0,0.0,7.0,705.833,0.029,0.086,0.0,search,other,Other,Dec,West North Central,Returning,0.0,1.0,False
00x781,4.0,203.833,0.0,0.0,30.0,823.5,0.0,0.002,0.0,referral,mac-ios,Google-Chrome,Mar,New England,New,0.0,0.0,False
0x2712,0.0,0.0,0.0,0.0,42.0,2872.125,0.002,0.026,0.0,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,1.0,False
00x20a,0.0,0.0,0.0,0.0,26.0,694.3,0.023,0.036,0.0,search,mac-ios,Google-Chrome,Mar,Mid-Atlantic,Returning,0.0,1.0,False
0x23b5,0.0,0.0,0.0,0.0,27.0,892.968,0.015,0.023,0.0,direct,windows,Google-Chrome,Dec,East North Central,Returning,0.0,1.0,False
00xb40,0.0,0.0,0.0,0.0,13.0,143.0,0.1,0.138,0.0,direct,mac-ios,Google-Chrome,May,New England,Returning,0.4,0.0,False
00x294,0.0,0.0,0.0,0.0,9.0,389.0,0.0,0.011,0.0,search,windows,Google-Chrome,Mar,East North Central,Returning,0.0,1.0,False
0x25e5,1.0,8.0,0.0,0.0,27.0,787.536,0.0,0.005,0.0,referral,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
0x1e6d,8.0,375.12,0.0,0.0,13.0,288.713,0.0,0.004,0.0,search,mac-ios,Google-Chrome,Sep,West North Central,New,0.0,0.0,False
0x2aec,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,search,windows,Firefox,Nov,East North Central,Returning,0.0,0.0,False
0x1acb,0.0,0.0,0.0,0.0,5.0,42.2,0.0,0.04,0.0,search,windows,Google-Chrome,June,East North Central,Returning,0.0,0.0,False
0x10a7,8.0,732.25,0.0,0.0,34.0,1345.756,0.005,0.013,12.274,direct,mac-ios,Other,May,East North Central,Returning,0.8,0.0,False
0x110b,0.0,0.0,0.0,0.0,9.0,72.0,0.022,0.044,0.0,search,android,Safari,May,New England,Returning,0.6,0.0,False
00x3b2,3.0,123.0,0.0,0.0,8.0,371.667,0.0,0.011,0.0,direct,mac-ios,Google-Chrome,Mar,West North Central,New,0.0,0.0,False
0x2146,0.0,0.0,0.0,0.0,13.0,257.0,0.036,0.079,0.0,direct,android,Safari,Nov,Mid-Atlantic,Returning,0.0,0.0,False
0x1592,0.0,0.0,0.0,0.0,3.0,74.6,0.0,0.067,0.0,referral,mac-ios,Google-Chrome,Jul,East North Central,Returning,0.0,1.0,False
0x1177,0.0,0.0,0.0,0.0,32.0,1723.75,0.007,0.027,0.0,search,windows,Google-Chrome,May,East South Central,Returning,0.0,0.0,False
00xf06,1.0,20.5,1.0,13.0,57.0,1518.904,0.0,0.023,13.402,referral,windows,Google-Chrome,May,New England,Returning,0.0,0.0,False
0x1ea7,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,direct,mac-ios,Google-Chrome,June,East North Central,Returning,0.0,0.0,False
0x199b,2.0,217.867,0.0,0.0,15.0,614.641,0.0,0.028,0.0,direct,android,Safari,Nov,Mid-Atlantic,Returning,0.0,0.0,False
00x401,3.0,33.0,0.0,0.0,67.0,2502.817,0.006,0.011,0.0,referral,linux,Safari,Mar,New England,Returning,0.0,0.0,False
0x11e4,6.0,102.5,1.0,10.0,23.0,237.25,0.0,0.005,0.0,referral,windows,Google-Chrome,May,New England,Returning,0.0,0.0,False
0x1a1f,6.0,446.383,0.0,0.0,28.0,789.127,0.01,0.013,37.547,direct,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
0x2074,27.0,853.736,2.0,126.5,584.0,24844.156,0.002,0.009,4.511,referral,windows,Firefox,Nov,East North Central,Returning,0.0,0.0,False
0x2ed9,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,search,mac-ios,Google-Chrome,Dec,New England,Returning,0.0,0.0,False
00xcd0,3.0,204.75,0.0,0.0,46.0,1942.933,0.01,0.013,0.0,referral,android,Safari,May,New England,Returning,0.0,0.0,False
0x1f34,0.0,0.0,6.0,521.979,27.0,733.287,0.02,0.032,0.0,direct,windows,Google-Chrome,Nov,West South Central,Returning,0.0,0.0,False
0x2566,0.0,0.0,0.0,0.0,12.0,770.25,0.0,0.033,0.0,referral,windows,Firefox,Dec,New England,New,0.0,0.0,False
00x112,0.0,0.0,0.0,0.0,5.0,75.5,0.02,0.013,0.0,referral,android,Safari,Mar,Mid-Atlantic,Returning,0.0,1.0,False
0x25ed,12.0,176.964,9.0,266.875,351.0,8650.049,0.012,0.027,1.985,search,mac-ios,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
0x1a19,0.0,0.0,1.0,105.8,44.0,868.164,0.0,0.037,9.551,direct,windows,Other,Sep,West North Central,Returning,0.0,0.0,False
0x1bd8,7.0,234.433,0.0,0.0,85.0,6743.399,0.014,0.034,0.0,direct,windows,Google-Chrome,Oct,Mountain,Returning,0.0,0.0,False
00x521,3.0,18.0,0.0,0.0,14.0,411.5,0.0,0.024,0.0,direct,windows,Google-Chrome,Mar,Mountain,Returning,0.0,0.0,False
0x112d,0.0,0.0,0.0,0.0,179.0,5996.025,0.01,0.038,0.0,referral,windows,Google-Chrome,May,Mountain,Returning,0.0,1.0,False
0x1649,1.0,0.0,0.0,0.0,23.0,579.3,0.0,0.009,0.0,direct,windows,Google-Chrome,Sep,Mid-Atlantic,New,0.0,0.0,False
00x203,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,search,windows,Google-Chrome,Mar,West North Central,Returning,0.0,0.0,False
00x234,0.0,0.0,0.0,0.0,80.0,801.802,0.0,0.004,0.0,search,windows,Google-Chrome,Mar,East North Central,Returning,0.0,0.0,False
0x2b48,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,search,android,Safari,Nov,South Atlantic,Returning,0.0,0.0,False
00x171,2.0,7.0,0.0,0.0,27.0,559.4,0.015,0.03,0.0,search,windows,Firefox,Mar,West North Central,Returning,0.0,1.0,False
0x2aaa,2.0,48.5,0.0,0.0,77.0,1069.974,0.003,0.012,0.0,direct,windows,Google-Chrome,Dec,East North Central,Returning,0.0,0.0,False
0x103a,1.0,70.0,0.0,0.0,24.0,496.667,0.0,0.002,0.0,direct,android,Safari,May,New England,New,0.0,0.0,False
0x139b,8.0,224.0,0.0,0.0,16.0,315.25,0.0,0.011,0.0,referral,mac-ios,Google-Chrome,May,New England,New,0.0,0.0,False
0x1c19,4.0,32.333,0.0,0.0,18.0,374.6,0.0,0.011,0.0,search,windows,Google-Chrome,Sep,East North Central,New,0.0,0.0,False
0x2cb4,0.0,0.0,0.0,0.0,22.0,1483.8,0.0,0.014,0.0,direct,linux,Safari,Dec,New England,Returning,0.0,0.0,False
0x2f38,1.0,4.0,0.0,0.0,15.0,377.5,0.0,0.002,69.713,referral,other,Other,Nov,Pacific,Other,0.0,0.0,False
0x1bc5,2.0,20.2,0.0,0.0,45.0,580.936,0.004,0.005,0.0,direct,windows,Google-Chrome,Aug,New England,New,0.0,0.0,False
0x10ca,0.0,0.0,0.0,0.0,9.0,11.0,0.156,0.178,0.0,referral,windows,Google-Chrome,May,Mid-Atlantic,Returning,0.0,0.0,False
00x634,0.0,0.0,0.0,0.0,5.0,218.0,0.0,0.04,0.0,direct,windows,Google-Chrome,Mar,New England,Returning,0.0,0.0,False
00xeb2,0.0,0.0,0.0,0.0,4.0,56.5,0.05,0.1,0.0,search,android,Safari,May,New England,Returning,0.4,0.0,False
0x2e09,0.0,0.0,0.0,0.0,12.0,115.25,0.067,0.108,0.0,search,windows,Google-Chrome,Nov,New England,Returning,0.0,0.0,False
0x2245,0.0,0.0,0.0,0.0,11.0,326.5,0.036,0.077,0.0,search,android,Safari,Nov,West North Central,Returning,0.0,0.0,False
0x1cb0,0.0,0.0,0.0,0.0,13.0,852.2,0.164,0.18,0.0,direct,mac-ios,Google-Chrome,Aug,West North Central,Returning,0.0,0.0,False
0x2ae8,1.0,54.5,2.0,132.5,14.0,516.5,0.018,0.043,18.716,search,windows,Google-Chrome,Dec,East North Central,Returning,0.0,0.0,False
0x1c32,0.0,0.0,0.0,0.0,66.0,1203.817,0.002,0.004,0.0,referral,windows,Google-Chrome,Sep,West North Central,Returning,0.0,1.0,False
0x10fd,0.0,0.0,0.0,0.0,9.0,0.0,0.12,0.16,0.0,direct,windows,Google-Chrome,May,New England,Returning,0.6,0.0,False
0x2655,2.0,33.75,0.0,0.0,6.0,96.0,0.0,0.025,0.0,direct,windows,Google-Chrome,Dec,West North Central,New,0.0,0.0,False
0x1974,0.0,0.0,0.0,0.0,16.0,161.15,0.1,0.125,0.0,direct,mac-ios,Google-Chrome,Aug,East North Central,Returning,0.0,0.0,False
0x1819,0.0,0.0,0.0,0.0,65.0,6053.467,0.005,0.026,0.0,search,windows,Firefox,Sep,Pacific,Returning,0.0,0.0,False
00x9ba,2.0,90.0,0.0,0.0,22.0,650.667,0.026,0.045,0.0,search,windows,Google-Chrome,May,West North Central,Returning,0.0,0.0,False
0x240d,3.0,112.75,6.0,287.5,27.0,1491.5,0.014,0.021,5.773,direct,android,Safari,Nov,New England,Returning,0.0,0.0,False
00xc74,6.0,51.0,0.0,0.0,26.0,536.0,0.007,0.012,0.0,referral,windows,Google-Chrome,May,New England,Returning,0.0,0.0,False
0x1cf0,14.0,181.073,3.0,58.4,18.0,450.507,0.0,0.011,0.0,search,windows,Google-Chrome,Oct,New England,Returning,0.0,1.0,False
0x1423,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,referral,mac-ios,Google-Chrome,May,East North Central,Returning,0.0,1.0,False
0x26d7,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,referral,android,Safari,Nov,New England,Returning,0.0,0.0,False
0x1464,0.0,0.0,1.0,41.0,45.0,1754.0,0.0,0.015,7.88,referral,mac-ios,Google-Chrome,May,East North Central,Returning,0.0,1.0,False
0x2c4c,2.0,,0.0,,12.0,180.75,0.0,0.014,,direct,windows,Google-Chrome,Nov,New England,,0.0,0.0,False
0x1957,14.0,484.462,2.0,14.0,33.0,898.492,0.004,0.035,0.0,search,android,Other,Sep,New England,Returning,0.0,0.0,False
00x748,4.0,48.0,0.0,0.0,2.0,11.0,0.0,0.008,0.0,referral,windows,Other,Mar,East South Central,New,0.0,0.0,False
0x2905,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,search,windows,Samsung,Nov,New England,Returning,0.0,1.0,False
0x1e6b,6.0,122.8,0.0,0.0,7.0,175.4,0.0,0.018,0.0,direct,windows,Samsung,Nov,South Atlantic,New,0.0,0.0,False
00x6b0,0.0,0.0,0.0,0.0,3.0,24.0,0.067,0.133,0.0,search,mac-ios,Google-Chrome,Mar,East North Central,Returning,0.0,1.0,False
00x1ee,2.0,25.0,0.0,0.0,6.0,65.0,0.0,0.025,0.0,direct,windows,Google-Chrome,Mar,New England,New,0.0,1.0,False
0x2353,7.0,634.267,3.0,89.5,54.0,2864.633,0.012,0.024,7.448,search,mac-ios,Google-Chrome,Nov,East North Central,Returning,0.0,0.0,False
0x29f9,2.0,31.5,0.0,0.0,27.0,811.863,0.0,0.016,0.0,referral,android,Safari,Nov,West North Central,Returning,0.0,1.0,False
0x143b,0.0,0.0,0.0,0.0,7.0,355.667,0.0,0.038,0.0,direct,android,Safari,May,Mid-Atlantic,Returning,1.0,1.0,False
0x17cf,0.0,0.0,0.0,0.0,12.0,222.256,0.009,0.012,0.0,direct,mac-ios,Google-Chrome,Sep,South Atlantic,Returning,0.0,0.0,False
0x2199,0.0,0.0,0.0,0.0,29.0,738.886,0.0,0.002,0.0,direct,mac-ios,Google-Chrome,Dec,East South Central,Returning,0.0,1.0,False
0x1f32,0.0,0.0,0.0,0.0,6.0,157.5,0.0,0.017,0.0,direct,windows,Google-Chrome,Nov,West South Central,Returning,0.0,0.0,False
0x2dbb,0.0,0.0,0.0,0.0,8.0,221.5,0.0,0.006,0.0,direct,android,Safari,Dec,New England,New,0.0,0.0,False
